driver_id,longitude,latitude,zone
3619,57,32,35
3620,33,13,13
3621,11,43,41
3622,46,49,44
3623,83,21,28
3624,38,18,13
3625,42,66,64
3626,75,28,27
3627,30,34,33
3628,55,63,65
3629,71,90,97
3630,36,48,43
3631,62,15,16
3632,58,71,75
3633,71,11,17
3634,49,62,64
3635,22,5,2
3636,25,89,82
3637,41,78,74
3638,86,21,28
3639,76,27,27
3640,60,16,16
3641,33,46,43
3642,0,81,80
3643,59,34,35
3644,6,74,70
3645,78,68,67
3646,75,39,37
3647,59,30,35
3648,46,9,4
3649,12,58,51
3650,2,39,30
3651,50,81,85
3652,67,90,96
3653,69,42,46
3654,48,23,24
3655,59,10,15
3656,81,54,58
3657,82,89,88
3658,76,43,47
3659,14,4,1
3660,8,36,30
3661,78,26,27
3662,21,20,22
3663,30,26,23
3664,36,29,23
3665,61,31,36
3666,63,46,46
3667,87,29,28
3668,82,23,28
3669,72,40,47
3670,78,83,87
3671,41,81,84
3672,81,59,58
3673,81,67,68
3674,77,57,57
3675,13,47,41
3676,31,53,53
3677,10,66,61
3678,84,39,38
3679,19,61,61
3680,20,78,72
3681,4,68,60
3682,18,28,21
3683,60,46,46
3684,50,74,75
3685,34,80,83
3686,41,8,4
3687,30,36,33
3688,16,18,11
3689,41,37,34
3690,7,76,70
3691,88,74,78
3692,34,24,23
3693,29,69,62
3694,70,60,67
3695,14,7,1
3696,79,12,17
3697,70,5,7
3698,80,64,68
3699,18,85,81
3700,39,20,23
3701,54,82,85
3702,83,76,78
3703,86,65,68
3704,2,67,60
3705,66,34,36
3706,23,75,72
3707,71,58,57
3708,88,8,8
3709,46,50,54
3710,62,21,26
3711,6,43,40
3712,77,13,17
3713,11,41,41
3714,11,23,21
3715,5,10,10
3716,73,19,17
3717,4,77,70
3718,34,74,73
3719,31,73,73
3720,24,38,32
3721,7,52,50
3722,88,43,48
3723,15,49,41
3724,84,57,58
3725,19,58,51
3726,30,78,73
3727,69,70,76
3728,33,2,3
3729,16,51,51
3730,74,85,87
3731,29,53,52
3732,1,14,10
3733,63,17,16
3734,76,22,27
3735,3,46,40
3736,71,76,77
3737,20,52,52
3738,3,59,50
3739,22,0,2
3740,81,67,68
3741,20,64,62
3742,84,44,48
3743,29,7,2
3744,14,40,41
3745,7,69,60
3746,49,51,54
3747,15,46,41
3748,66,40,46
3749,67,83,86
3750,22,43,42
3751,43,11,14
3752,29,11,12
3753,52,6,5
3754,27,13,12
3755,50,14,15
3756,50,20,25
3757,13,69,61
3758,80,29,28
3759,61,31,36
3760,24,8,2
3761,16,11,11
3762,90,47,49
3763,61,88,86
3764,68,44,46
3765,70,6,7
3766,15,69,61
3767,87,63,68
3768,54,3,5
3769,69,14,16
3770,27,37,32
3771,56,59,55
3772,90,73,79
3773,12,68,61
3774,11,77,71
3775,81,6,8
3776,30,51,53
3777,90,75,79
3778,89,55,58
3779,4,10,10
3780,47,4,4
3781,64,49,46
3782,21,27,22
3783,16,85,81
3784,59,0,5
3785,64,21,26
3786,67,64,66
3787,70,32,37
3788,13,15,11
3789,4,65,60
3790,30,39,33
3791,12,35,31
3792,28,79,72
3793,19,23,21
3794,31,45,43
3795,47,0,4
3796,28,1,2
3797,71,78,77
3798,33,30,33
3799,38,40,43
3800,77,42,47
3801,73,60,67
3802,79,52,57
3803,27,33,32
3804,68,15,16
3805,28,13,12
3806,57,84,85
3807,1,17,10
3808,54,48,45
3809,2,1,0
3810,84,47,48
3811,69,24,26
3812,15,8,1
3813,23,3,2
3814,39,67,63
3815,49,4,4
3816,73,30,37
3817,46,51,54
3818,56,22,25
3819,19,55,51
3820,27,87,82
3821,23,80,82
3822,10,41,41
3823,39,70,73
3824,50,44,45
3825,79,61,67
3826,76,33,37
3827,85,86,88
3828,74,56,57
3829,37,44,43
3830,36,53,53
3831,58,54,55
3832,71,32,37
3833,36,4,3
3834,71,78,77
3835,4,49,40
3836,57,80,85
3837,71,49,47
3838,77,72,77
3839,19,52,51
3840,67,15,16
3841,83,43,48
3842,48,83,84
3843,76,4,7
3844,6,14,10
3845,86,29,28
3846,44,73,74
3847,65,73,76
3848,79,34,37
3849,23,37,32
3850,18,62,61
3851,15,27,21
3852,10,44,41
3853,7,36,30
3854,78,4,7
3855,24,29,22
3856,34,19,13
3857,13,29,21
3858,80,77,78
3859,33,52,53
3860,34,15,13
3861,90,47,49
3862,90,68,69
3863,20,25,22
3864,41,41,44
3865,19,23,21
3866,17,36,31
3867,84,53,58
3868,39,52,53
3869,88,60,68
3870,47,81,84
3871,81,67,68
3872,9,10,10
3873,35,74,73
3874,70,70,77
3875,77,79,77
3876,33,70,73
3877,4,2,0
3878,43,31,34
3879,16,43,41
3880,34,6,3
3881,78,42,47
3882,53,64,65
3883,53,26,25
3884,58,65,65
3885,67,32,36
3886,45,67,64
3887,54,9,5
3888,18,47,41
3889,59,12,15
3890,35,32,33
3891,38,18,13
3892,32,25,23
3893,12,21,21
3894,15,19,11
3895,29,39,32
3896,41,50,54
3897,15,43,41
3898,30,32,33
3899,10,88,81
3900,89,2,8
3901,19,6,1
3902,49,86,84
3903,72,34,37
3904,5,32,30
3905,15,84,81
3906,58,82,85
3907,43,86,84
3908,31,51,53
3909,5,13,10
3910,68,6,6
3911,38,58,53
3912,68,47,46
3913,13,89,81
3914,36,79,73
3915,81,66,68
3916,84,62,68
3917,89,19,18
3918,52,1,5
3919,82,35,38
3920,78,22,27
3921,28,5,2
3922,79,5,7
3923,66,69,66
3924,41,30,34
3925,59,43,45
3926,88,36,38
3927,65,48,46
3928,47,66,64
3929,7,20,20
3930,63,66,66
3931,5,34,30
3932,20,14,12
3933,64,43,46
3934,51,58,55
3935,46,9,4
3936,22,76,72
3937,36,26,23
3938,26,82,82
3939,6,43,40
3940,63,14,16
3941,52,38,35
3942,86,40,48
3943,45,36,34
3944,27,4,2
3945,25,78,72
3946,30,66,63
3947,52,29,25
3948,84,75,78
3949,35,40,43
3950,28,79,72
3951,54,49,45
3952,77,58,57
3953,85,24,28
3954,21,65,62
3955,85,3,8
3956,1,68,60
3957,75,72,77
3958,16,28,21
3959,2,41,40
3960,53,84,85
3961,34,12,13
3962,39,38,33
3963,20,71,72
3964,82,67,68
3965,33,69,63
3966,11,30,31
3967,85,36,38
3968,29,46,42
3969,75,45,47
3970,25,68,62
3971,53,79,75
3972,36,18,13
3973,60,83,86
3974,61,60,66
3975,32,87,83
3976,47,22,24
3977,16,50,51
3978,21,23,22
3979,62,52,56
3980,37,29,23
3981,78,78,77
3982,10,22,21
3983,58,75,75
3984,79,52,57
3985,44,3,4
3986,41,5,4
3987,83,50,58
3988,66,28,26
3989,20,2,2
3990,8,89,80
3991,56,60,65
3992,81,53,58
3993,41,75,74
3994,31,70,73
3995,48,75,74
3996,66,66,66
3997,58,15,15
3998,53,21,25
3999,34,46,43
4000,85,73,78
4001,47,75,74
4002,8,25,20
4003,56,85,85
4004,44,2,4
4005,43,55,54
4006,79,62,67
4007,73,36,37
4008,26,45,42
4009,40,61,64
4010,41,18,14
4011,85,44,48
4012,56,51,55
4013,16,58,51
4014,11,59,51
4015,61,26,26
4016,27,79,72
4017,18,44,41
4018,22,32,32
4019,45,30,34
4020,80,19,18
4021,59,11,15
4022,83,55,58
4023,20,3,2
4024,54,5,5
4025,20,15,12
4026,80,10,18
4027,69,46,46
4028,17,69,61
4029,83,6,8
4030,10,68,61
4031,47,14,14
4032,83,6,8
4033,67,57,56
4034,26,81,82
4035,80,90,98
4036,0,19,10
4037,10,67,61
4038,42,85,84
4039,72,15,17
4040,45,49,44
4041,14,10,11
4042,80,71,78
4043,80,35,38
4044,37,26,23
4045,71,17,17
4046,65,71,76
4047,85,52,58
4048,26,65,62
4049,77,74,77
4050,37,76,73
4051,34,70,73
4052,18,70,71
4053,3,30,30
4054,51,4,5
4055,18,50,51
4056,56,79,75
4057,31,35,33
4058,8,39,30
4059,38,53,53
4060,71,32,37
4061,7,63,60
4062,1,61,60
4063,1,45,40
4064,38,41,43
4065,54,57,55
4066,25,42,42
4067,43,44,44
4068,47,89,84
4069,39,2,3
4070,80,86,88
4071,41,12,14
4072,58,56,55
4073,82,65,68
4074,27,69,62
4075,21,53,52
4076,50,48,45
4077,61,65,66
4078,45,63,64
4079,15,42,41
4080,6,2,0
4081,23,90,92
4082,76,84,87
4083,18,54,51
4084,25,82,82
4085,71,58,57
4086,12,73,71
4087,56,22,25
4088,71,59,57
4089,47,4,4
4090,64,90,96
4091,32,24,23
4092,21,15,12
4093,26,71,72
4094,59,53,55
4095,39,24,23
4096,13,41,41
4097,26,37,32
4098,31,66,63
4099,35,60,63
4100,75,14,17
4101,41,6,4
4102,48,5,4
4103,89,74,78
4104,20,57,52
4105,33,60,63
4106,23,8,2
4107,1,6,0
4108,12,35,31
4109,23,63,62
4110,82,36,38
4111,76,11,17
4112,27,74,72
4113,17,25,21
4114,41,22,24
4115,10,89,81
4116,14,13,11
4117,34,85,83
4118,4,89,80
4119,89,66,68
4120,79,13,17
4121,72,79,77
4122,14,72,71
4123,19,30,31
4124,63,48,46
4125,37,84,83
4126,82,88,88
4127,47,17,14
4128,86,8,8
4129,19,71,71
4130,6,82,80
4131,43,54,54
4132,78,63,67
4133,75,3,7
4134,22,66,62
4135,22,33,32
4136,3,80,80
4137,13,73,71
4138,21,31,32
4139,57,80,85
4140,37,51,53
4141,26,47,42
4142,64,79,76
4143,10,27,21
4144,8,83,80
4145,67,67,66
4146,14,79,71
4147,38,52,53
4148,77,49,47
4149,90,57,59
4150,32,28,23
4151,84,6,8
4152,3,46,40
4153,35,36,33
4154,47,85,84
4155,17,44,41
4156,52,73,75
4157,14,59,51
4158,15,70,71
4159,2,86,80
4160,25,87,82
4161,46,33,34
4162,41,29,24
4163,72,68,67
4164,8,41,40
4165,12,66,61
4166,1,50,50
4167,68,2,6
4168,30,21,23
4169,41,5,4
4170,24,21,22
4171,15,85,81
4172,36,4,3
4173,2,10,10
4174,88,77,78
4175,59,36,35
4176,41,1,4
4177,50,12,15
4178,16,53,51
4179,69,78,76
4180,64,60,66
4181,10,42,41
4182,86,12,18
4183,83,55,58
4184,76,80,87
4185,3,32,30
4186,49,15,14
4187,56,66,65
4188,77,83,87
4189,19,60,61
4190,34,48,43
4191,15,30,31
4192,89,38,38
4193,19,87,81
4194,24,0,2
4195,64,7,6
4196,15,29,21
4197,56,22,25
4198,38,90,93
4199,4,85,80
4200,9,15,10
4201,18,20,21
4202,49,29,24
4203,11,0,1
4204,63,16,16
4205,83,47,48
4206,81,24,28
4207,33,66,63
4208,74,81,87
4209,90,71,79
4210,47,66,64
4211,39,1,3
4212,19,60,61
4213,84,87,88
4214,3,16,10
4215,10,85,81
4216,62,18,16
4217,83,33,38
4218,82,29,28
4219,64,2,6
4220,72,1,7
4221,55,57,55
4222,59,10,15
4223,26,11,12
4224,67,54,56
4225,5,54,50
4226,52,54,55
4227,16,44,41
4228,59,44,45
4229,7,86,80
4230,70,2,7
4231,24,80,82
4232,12,2,1
4233,78,33,37
4234,10,83,81
4235,41,41,44
4236,13,70,71
4237,38,81,83
4238,21,37,32
4239,52,81,85
4240,39,68,63
4241,14,41,41
4242,23,7,2
4243,14,10,11
4244,68,6,6
4245,80,27,28
4246,57,45,45
4247,48,26,24
4248,80,15,18
4249,68,15,16
4250,47,10,14
4251,3,78,70
4252,71,55,57
4253,83,46,48
4254,65,56,56
4255,34,24,23
4256,3,79,70
4257,2,88,80
4258,72,37,37
4259,70,21,27
4260,50,77,75
4261,35,43,43
4262,87,67,68
4263,68,61,66
4264,53,39,35
4265,58,42,45
4266,46,21,24
4267,68,43,46
4268,10,90,91
4269,38,65,63
4270,68,52,56
4271,83,35,38
4272,65,80,86
4273,1,75,70
4274,16,38,31
4275,76,84,87
4276,64,27,26
4277,33,47,43
4278,44,13,14
4279,69,67,66
4280,8,12,10
4281,70,34,37
4282,77,6,7
4283,51,75,75
4284,10,10,11
4285,87,83,88
4286,81,68,68
4287,22,57,52
4288,53,67,65
4289,75,85,87
4290,43,17,14
4291,72,62,67
4292,76,71,77
4293,8,87,80
4294,8,78,70
4295,23,53,52
4296,41,81,84
4297,61,90,96
4298,25,77,72
4299,62,54,56
4300,11,50,51
4301,25,53,52
4302,7,75,70
4303,58,17,15
4304,22,84,82
4305,85,42,48
4306,3,9,0
4307,48,51,54
4308,37,73,73
4309,4,41,40
4310,88,52,58
4311,87,74,78
4312,6,69,60
4313,58,64,65
4314,44,70,74
4315,31,89,83
4316,30,0,3
4317,44,79,74
4318,85,80,88
4319,63,44,46
4320,58,2,5
4321,47,40,44
4322,19,28,21
4323,41,0,4
4324,72,79,77
4325,5,12,10
4326,57,16,15
4327,37,23,23
4328,9,90,90
4329,66,67,66
4330,89,23,28
4331,54,4,5
4332,16,3,1
4333,28,40,42
4334,27,70,72
4335,90,36,39
4336,32,25,23
4337,28,42,42
4338,63,47,46
4339,74,30,37
4340,62,51,56
4341,46,68,64
4342,32,4,3
4343,53,66,65
4344,86,18,18
4345,69,52,56
4346,66,10,16
4347,17,58,51
4348,16,32,31
4349,74,55,57
4350,11,41,41
4351,10,14,11
4352,25,17,12
4353,52,85,85
4354,37,64,63
4355,50,74,75
4356,11,90,91
4357,77,82,87
4358,61,30,36
4359,60,81,86
4360,53,65,65
4361,48,79,74
4362,87,57,58
4363,28,4,2
4364,32,37,33
4365,41,68,64
4366,34,61,63
4367,58,29,25
4368,31,15,13
4369,12,49,41
4370,67,41,46
4371,44,57,54
4372,88,65,68
4373,58,51,55
4374,31,8,3
4375,6,47,40
4376,25,27,22
4377,89,88,88
4378,38,33,33
4379,29,18,12
4380,56,32,35
4381,76,58,57
4382,61,2,6
4383,30,66,63
4384,74,60,67
4385,66,53,56
4386,32,35,33
4387,57,1,5
4388,43,64,64
4389,28,37,32
4390,76,20,27
4391,1,18,10
4392,45,74,74
4393,78,39,37
4394,29,33,32
4395,62,66,66
4396,24,25,22
4397,4,27,20
4398,71,65,67
4399,58,65,65
4400,2,77,70
4401,75,42,47
4402,84,43,48
4403,75,72,77
4404,77,82,87
4405,27,70,72
4406,22,74,72
4407,50,35,35
4408,73,30,37
4409,77,61,67
4410,37,10,13
4411,2,47,40
4412,82,43,48
4413,8,34,30
4414,87,80,88
4415,66,5,6
4416,67,59,56
4417,17,77,71
4418,56,44,45
4419,26,34,32
4420,27,24,22
4421,37,57,53
4422,81,43,48
4423,51,25,25
4424,8,2,0
4425,80,42,48
4426,78,42,47
4427,40,46,44
4428,47,18,14
4429,9,20,20
4430,38,15,13
4431,53,4,5
4432,35,74,73
4433,14,43,41
4434,32,42,43
4435,60,55,56
4436,57,33,35
4437,83,53,58
4438,90,63,69
4439,34,13,13
4440,49,4,4
4441,73,33,37
4442,61,59,56
4443,49,76,74
4444,36,38,33
4445,87,77,78
4446,8,64,60
4447,89,0,8
4448,70,81,87
4449,82,16,18
4450,89,80,88
4451,22,87,82
4452,53,58,55
4453,82,32,38
4454,4,30,30
4455,10,80,81
4456,0,18,10
4457,44,5,4
4458,10,53,51
4459,36,71,73
4460,31,70,73
4461,0,0,0
4462,86,52,58
4463,69,3,6
4464,24,65,62
4465,59,20,25
4466,48,85,84
4467,75,79,77
4468,22,40,42
4469,0,61,60
4470,73,30,37
4471,71,33,37
4472,16,29,21
4473,22,78,72
4474,14,28,21
4475,82,25,28
4476,5,59,50
4477,65,38,36
4478,49,56,54
4479,85,23,28
4480,52,36,35
4481,47,89,84
4482,12,76,71
4483,73,26,27
4484,65,90,96
4485,22,78,72
4486,16,39,31
4487,70,16,17
4488,69,86,86
4489,86,63,68
4490,9,82,80
4491,59,1,5
4492,9,25,20
4493,40,15,14
4494,0,1,0
4495,54,57,55
4496,40,40,44
4497,65,16,16
4498,53,85,85
4499,81,76,78
4500,80,49,48
4501,84,4,8
4502,29,0,2
4503,23,13,12
4504,58,72,75
4505,35,79,73
4506,56,52,55
4507,36,73,73
4508,75,28,27
4509,62,2,6
4510,56,13,15
4511,78,51,57
4512,46,79,74
4513,28,90,92
4514,66,42,46
4515,42,3,4
4516,59,82,85
4517,84,19,18
4518,59,31,35
4519,50,49,45
4520,53,20,25
4521,37,80,83
4522,47,12,14
4523,23,31,32
4524,40,32,34
4525,49,9,4
4526,47,0,4
4527,18,67,61
4528,8,86,80
4529,8,59,50
4530,47,51,54
4531,59,76,75
4532,86,89,88
4533,88,7,8
4534,88,60,68
4535,60,59,56
4536,42,2,4
4537,8,63,60
4538,51,27,25
4539,14,84,81
4540,29,66,62
4541,24,63,62
4542,0,24,20
4543,57,48,45
4544,27,64,62
4545,87,34,38
4546,22,49,42
4547,17,70,71
4548,58,53,55
4549,3,46,40
4550,86,44,48
4551,44,22,24
4552,81,76,78
4553,63,55,56
4554,54,51,55
4555,1,21,20
4556,50,77,75
4557,76,38,37
4558,44,19,14
4559,55,45,45
4560,11,82,81
4561,15,51,51
4562,34,2,3
4563,5,82,80
4564,34,38,33
4565,81,13,18
4566,85,12,18
4567,38,61,63
4568,62,25,26
4569,8,82,80
4570,5,55,50
4571,61,70,76
4572,32,51,53
4573,31,15,13
4574,8,61,60
4575,8,36,30
4576,71,80,87
4577,75,84,87
4578,41,15,14
4579,63,90,96
4580,66,88,86
4581,26,4,2
4582,88,67,68
4583,77,2,7
4584,16,74,71
4585,51,67,65
4586,14,35,31
4587,62,31,36
4588,12,72,71
4589,25,89,82
4590,0,82,80
4591,45,19,14
4592,88,28,28
4593,45,58,54
4594,3,81,80
4595,36,80,83
4596,87,10,18
4597,73,33,37
4598,52,27,25
4599,13,84,81
4600,0,46,40
4601,52,78,75
4602,29,38,32
4603,52,25,25
4604,79,86,87
4605,1,82,80
4606,89,14,18
4607,74,33,37
4608,25,74,72
4609,34,52,53
4610,6,0,0
4611,3,23,20
4612,18,37,31
4613,85,17,18
4614,65,74,76
4615,87,70,78
4616,15,38,31
4617,62,5,6
4618,6,47,40
4619,65,78,76
4620,72,34,37
4621,64,18,16
4622,48,85,84
4623,28,67,62
4624,13,71,71
4625,82,31,38
4626,70,63,67
4627,90,74,79
4628,76,75,77
4629,6,20,20
4630,31,7,3
4631,44,73,74
4632,44,64,64
4633,20,67,62
4634,85,53,58
4635,14,83,81
4636,45,66,64
4637,19,89,81
4638,17,76,71
4639,88,0,8
4640,26,15,12
4641,90,2,9
4642,37,10,13
4643,69,67,66
4644,56,5,5
4645,41,71,74
4646,75,10,17
4647,12,68,61
4648,20,29,22
4649,23,79,72
4650,85,20,28
4651,68,42,46
4652,17,50,51
4653,73,58,57
4654,58,9,5
4655,61,33,36
4656,79,89,87
4657,34,29,23
4658,17,27,21
4659,3,66,60
4660,85,16,18
4661,26,53,52
4662,72,0,7
4663,37,17,13
4664,56,53,55
4665,87,50,58
4666,26,61,62
4667,77,73,77
4668,87,31,38
4669,40,16,14
4670,50,53,55
4671,9,80,80
4672,5,89,80
4673,40,13,14
4674,73,27,27
4675,84,88,88
4676,46,29,24
4677,66,76,76
4678,59,31,35
4679,51,43,45
4680,46,11,14
4681,18,56,51
4682,55,25,25
4683,29,74,72
4684,15,70,71
4685,30,28,23
4686,74,12,17
4687,20,1,2
4688,89,89,88
4689,55,47,45
4690,16,40,41
4691,88,7,8
4692,37,36,33
4693,54,82,85
4694,76,84,87
4695,25,32,32
4696,23,41,42
4697,63,79,76
4698,49,59,54
4699,80,50,58
4700,59,33,35
4701,55,86,85
4702,56,78,75
4703,21,19,12
4704,46,19,14
4705,58,29,25
4706,18,51,51
4707,24,30,32
4708,80,33,38
4709,48,23,24
4710,64,32,36
4711,48,33,34
4712,75,80,87
4713,81,0,8
4714,87,23,28
4715,29,76,72
4716,70,20,27
4717,37,44,43
4718,43,27,24
4719,2,75,70
4720,70,39,37
4721,71,14,17
4722,13,89,81
4723,77,68,67
4724,16,39,31
4725,87,13,18
4726,50,77,75
4727,74,44,47
4728,35,34,33
4729,35,44,43
4730,77,44,47
4731,79,69,67
4732,88,73,78
4733,26,73,72
4734,21,11,12
4735,8,22,20
4736,80,81,88
4737,70,36,37
4738,19,16,11
4739,33,21,23
4740,69,43,46
4741,40,11,14
4742,57,63,65
4743,6,56,50
4744,53,57,55
4745,27,22,22
4746,72,63,67
4747,40,66,64
4748,43,28,24
4749,83,15,18
4750,74,29,27
4751,76,28,27
4752,62,40,46
4753,6,81,80
4754,52,53,55
4755,11,72,71
4756,87,49,48
4757,51,73,75
4758,60,56,56
4759,86,50,58
4760,18,19,11
4761,67,17,16
4762,26,84,82
4763,13,51,51
4764,50,3,5
4765,2,35,30
4766,73,53,57
4767,4,43,40
4768,48,56,54
4769,17,36,31
4770,78,14,17
4771,63,31,36
4772,71,31,37
4773,86,47,48
4774,22,58,52
4775,86,61,68
4776,22,88,82
4777,73,59,57
4778,30,83,83
4779,33,67,63
4780,74,8,7
4781,43,90,94
4782,49,6,4
4783,81,90,98
4784,39,87,83
4785,14,41,41
4786,21,75,72
4787,26,81,82
4788,54,37,35
4789,31,45,43
4790,15,50,51
4791,6,58,50
4792,24,86,82
4793,10,70,71
4794,51,8,5
4795,20,54,52
4796,28,26,22
4797,49,61,64
4798,19,10,11
4799,41,62,64
4800,50,71,75
4801,79,33,37
4802,47,80,84
4803,25,73,72
4804,17,88,81
4805,77,66,67
4806,43,61,64
4807,90,63,69
4808,75,35,37
4809,84,47,48
4810,47,41,44
4811,73,88,87
4812,56,22,25
4813,62,14,16
4814,63,64,66
4815,15,40,41
4816,15,73,71
4817,89,57,58
4818,25,7,2
4819,29,75,72
4820,18,6,1
4821,23,24,22
4822,36,23,23
4823,11,76,71
4824,78,1,7
4825,15,2,1
4826,53,60,65
4827,42,56,54
4828,12,14,11
4829,52,22,25
4830,6,55,50
4831,65,61,66
4832,52,58,55
4833,90,4,9
4834,43,13,14
4835,76,38,37
4836,68,59,56
4837,66,1,6
4838,8,48,40
4839,36,81,83
4840,45,50,54
4841,47,2,4
4842,20,33,32
4843,4,1,0
4844,25,27,22
4845,6,52,50
4846,24,86,82
4847,23,3,2
4848,18,24,21
4849,39,5,3
4850,4,53,50
4851,28,63,62
4852,63,0,6
4853,83,73,78
4854,16,18,11
4855,38,24,23
4856,41,73,74
4857,65,29,26
4858,31,0,3
4859,50,31,35
4860,5,83,80
4861,42,4,4
4862,80,24,28
4863,27,45,42
4864,3,28,20
4865,55,65,65
4866,44,28,24
4867,0,57,50
4868,47,86,84
4869,72,56,57
4870,63,9,6
4871,31,38,33
4872,50,25,25
4873,61,37,36
4874,55,33,35
4875,70,81,87
4876,82,9,8
4877,82,65,68
4878,32,26,23
4879,24,66,62
4880,32,33,33
4881,35,89,83
4882,30,73,73
4883,43,36,34
4884,64,84,86
4885,13,50,51
4886,72,31,37
4887,38,55,53
4888,30,73,73
4889,24,64,62
4890,35,10,13
4891,0,16,10
4892,73,39,37
4893,22,7,2
4894,82,45,48
4895,58,37,35
4896,76,63,67
4897,83,41,48
4898,57,76,75
4899,55,80,85
4900,29,5,2
4901,88,29,28
4902,73,41,47
4903,17,2,1
4904,25,39,32
4905,20,87,82
4906,57,77,75
4907,18,80,81
4908,81,55,58
4909,1,11,10
4910,13,17,11
4911,16,56,51
4912,71,42,47
4913,75,25,27
4914,82,85,88
4915,44,56,54
4916,36,30,33
4917,48,6,4
4918,21,72,72
4919,70,83,87
4920,64,71,76
4921,16,34,31
4922,30,64,63
4923,28,84,82
4924,84,0,8
4925,75,10,17
4926,57,29,25
4927,15,22,21
4928,47,69,64
4929,89,77,78
4930,77,39,37
4931,41,87,84
4932,68,5,6
4933,73,75,77
4934,14,2,1
4935,31,90,93
4936,22,58,52
4937,6,32,30
4938,23,53,52
4939,29,79,72
4940,82,83,88
4941,46,67,64
4942,7,46,40
4943,43,75,74
4944,64,20,26
4945,69,34,36
4946,10,22,21
4947,38,39,33
4948,71,50,57
4949,8,90,90
4950,47,52,54
4951,55,40,45
4952,80,32,38
4953,47,90,94
4954,3,18,10
4955,8,69,60
4956,17,8,1
4957,8,48,40
4958,9,39,30
4959,24,80,82
4960,78,14,17
4961,67,49,46
4962,63,51,56
4963,7,64,60
4964,87,60,68
4965,24,73,72
4966,0,20,20
4967,77,3,7
4968,12,6,1
4969,19,17,11
4970,28,9,2
4971,49,47,44
4972,55,23,25
4973,73,29,27
4974,40,33,34
4975,71,77,77
4976,58,4,5
4977,45,50,54
4978,75,57,57
4979,61,67,66
4980,52,33,35
4981,59,13,15
4982,72,7,7
4983,88,40,48
4984,5,88,80
4985,17,9,1
4986,37,82,83
4987,80,75,78
4988,63,47,46
4989,55,90,95
4990,77,57,57
4991,61,81,86
4992,11,42,41
4993,48,50,54
4994,20,31,32
4995,57,70,75
4996,20,30,32
4997,71,49,47
4998,59,56,55
4999,33,57,53
5000,74,42,47
5001,81,6,8
5002,45,10,14
5003,15,31,31
5004,56,18,15
5005,33,49,43
5006,21,72,72
5007,52,22,25
5008,67,37,36
5009,24,58,52
5010,89,0,8
5011,22,34,32
5012,57,64,65
5013,28,35,32
5014,19,16,11
5015,14,80,81
5016,55,28,25
5017,34,4,3
5018,70,35,37
5019,41,46,44
5020,45,53,54
5021,39,85,83
5022,37,1,3
5023,48,17,14
5024,44,81,84
5025,61,63,66
5026,32,32,33
5027,30,72,73
5028,30,67,63
5029,45,35,34
5030,78,15,17
5031,47,74,74
5032,35,48,43
5033,60,3,6
5034,9,73,70
5035,82,87,88
5036,72,22,27
5037,63,22,26
5038,14,35,31
5039,26,52,52
5040,2,20,20
5041,37,76,73
5042,24,88,82
5043,75,56,57
5044,39,43,43
5045,0,0,0
5046,89,81,88
5047,62,7,6
5048,16,61,61
5049,87,0,8
5050,8,23,20
5051,26,24,22
5052,75,83,87
5053,42,4,4
5054,0,42,40
5055,38,46,43
5056,53,11,15
5057,76,65,67
5058,24,32,32
5059,48,81,84
5060,63,32,36
5061,34,37,33
5062,67,31,36
5063,38,23,23
5064,34,19,13
5065,8,62,60
5066,6,82,80
5067,61,90,96
5068,76,32,37
5069,13,52,51
5070,9,70,70
5071,15,76,71
5072,17,39,31
5073,80,30,38
5074,49,75,74
5075,33,24,23
5076,61,43,46
5077,18,81,81
5078,23,13,12
5079,68,76,76
5080,30,90,93
5081,57,71,75
5082,44,27,24
5083,18,57,51
5084,19,79,71
5085,5,23,20
5086,74,38,37
5087,49,45,44
5088,18,63,61
5089,83,89,88
5090,64,47,46
5091,38,70,73
5092,0,36,30
5093,8,88,80
5094,19,12,11
5095,89,25,28
5096,24,56,52
5097,44,24,24
5098,27,8,2
5099,23,87,82
5100,47,87,84
5101,1,14,10
5102,88,42,48
5103,27,90,92
5104,19,12,11
5105,32,87,83
5106,45,0,4
5107,78,34,37
5108,44,47,44
5109,39,29,23
5110,20,9,2
5111,37,13,13
5112,88,54,58
5113,66,2,6
5114,86,76,78
5115,26,60,62
5116,14,48,41
5117,39,13,13
5118,0,70,70
5119,21,27,22
5120,7,69,60
5121,12,16,11
5122,31,78,73
5123,14,41,41
5124,41,59,54
5125,75,36,37
5126,5,68,60
5127,86,24,28
5128,55,7,5
5129,4,19,10
5130,33,70,73
5131,46,25,24
5132,51,52,55
5133,72,2,7
5134,87,64,68
5135,43,14,14
5136,19,30,31
5137,28,18,12
5138,59,7,5
5139,67,29,26
5140,41,52,54
5141,18,26,21
5142,27,76,72
5143,47,64,64
5144,57,60,65
5145,77,35,37
5146,50,4,5
5147,26,39,32
5148,12,34,31
5149,62,63,66
5150,10,14,11
5151,12,63,61
5152,69,49,46
5153,9,49,40
5154,47,8,4
5155,83,11,18
5156,9,69,60
5157,90,24,29
5158,0,17,10
5159,80,80,88
5160,80,32,38
5161,53,67,65
5162,3,41,40
5163,15,40,41
5164,90,32,39
5165,1,3,0
5166,80,40,48
5167,40,45,44
5168,42,6,4
5169,64,40,46
5170,0,60,60
5171,84,18,18
